user_id,game_name,activity,hours_played_if_play
171847029,PAYDAY 2,play,65
171847029,Grand Theft Auto V,purchase,1
171847029,Grand Theft Auto V,play,33
171847029,War Thunder,purchase,1
171847029,War Thunder,play,30
171847029,Arma 3,purchase,1
171847029,Arma 3,play,19.8
171847029,Just Cause,purchase,1
171847029,Just Cause,play,16.2
171847029,H1Z1,purchase,1
171847029,H1Z1,play,11.3
171847029,Arma 2 Operation Arrowhead,purchase,1
171847029,Arma 2 Operation Arrowhead,play,4.2
171847029,This War of Mine,purchase,1
171847029,This War of Mine,play,3.9
171847029,Arma 2,purchase,1
171847029,Arma 2,play,2.3
171847029,Sniper Elite V2,purchase,1
171847029,Sniper Elite V2,play,1.7
171847029,Team Fortress 2,purchase,1
171847029,Team Fortress 2,play,1
171847029,Rising Storm/Red Orchestra 2 Multiplayer,purchase,1
171847029,Rising Storm/Red Orchestra 2 Multiplayer,play,0.8
171847029,Just Cause 2 Multiplayer Mod,purchase,1
171847029,Just Cause 2 Multiplayer Mod,play,0.8
171847029,Arma 2 Private Military Company,purchase,1
171847029,Arma 2 Private Military Company,play,0.7
171847029,Just Cause 2,purchase,1
171847029,Just Cause 2,play,0.7
171847029,Robocraft,purchase,1
171847029,Robocraft,play,0.5
171847029,Arma 2 Operation Arrowhead Beta (Obsolete),purchase,1
171847029,Arma 2 Operation Arrowhead Beta (Obsolete),play,0.3
171847029,Arma Cold War Assault,purchase,1
171847029,Arma Cold War Assault,play,0.3
171847029,Arma 2 DayZ Mod,purchase,1
171847029,Arma 2 British Armed Forces,purchase,1
171847029,Arma 3 Zeus,purchase,1
171847029,H1Z1 Test Server,purchase,1
171847029,Red Orchestra 2 Heroes of Stalingrad - Single Player,purchase,1
171847029,This War of Mine - War Child Charity DLC,purchase,1
92173524,Starpoint Gemini 2,purchase,1
92173524,Starpoint Gemini 2,play,1
92173524,Torchlight II,purchase,1
92173524,Torchlight II,play,0.4
92173524,Dungeon Defenders,purchase,1
92173524,Dungeon Defenders,play,0.3
92342574,Call of Duty Modern Warfare 3,purchase,1
92342574,Call of Duty Modern Warfare 3,play,0.8
92342574,Call of Duty Modern Warfare 3 - Multiplayer,purchase,1
92342574,Call of Duty Modern Warfare 3 - Multiplayer,play,0.3
173857208,Dota 2,purchase,1
173857208,Dota 2,play,0.6
95898619,Counter-Strike Source,purchase,1
95898619,Counter-Strike Source,play,396
95898619,Counter-Strike Global Offensive,purchase,1
95898619,Counter-Strike Global Offensive,play,227
95898619,Hitman 2 Silent Assassin,purchase,1
95898619,Hitman 2 Silent Assassin,play,13.4
95898619,Counter-Strike Condition Zero,purchase,1
95898619,Counter-Strike Condition Zero,play,12.6
95898619,Insurgency Modern Infantry Combat,purchase,1
95898619,Insurgency Modern Infantry Combat,play,11.2
95898619,Dead Island,purchase,1
95898619,Dead Island,play,10.1
95898619,Counter-Strike,purchase,1
95898619,Counter-Strike,play,2.4
95898619,Counter-Strike Condition Zero Deleted Scenes,purchase,1
95898619,Day of Defeat,purchase,1
95898619,Deathmatch Classic,purchase,1
95898619,Ricochet,purchase,1
219446813,Dota 2,purchase,1
219446813,Dota 2,play,210
219446813,Blender 2.76b,purchase,1
219446813,Dizzel,purchase,1
227153589,Dota 2,purchase,1
227153589,Dota 2,play,1.2
246892835,Unturned,purchase,1
246892835,Unturned,play,2.3
246892835,Team Fortress 2,purchase,1
246892835,Team Fortress 2,play,0.3
246892835,Time Clickers,purchase,1
246892835,Time Clickers,play,0.2
139352395,Dota 2,purchase,1
139352395,Dota 2,play,13.2
115003799,Dota 2,purchase,1
115003799,Dota 2,play,0.7
149501464,Terraria,purchase,1
149501464,Terraria,play,48
60760816,The Elder Scrolls V Skyrim,purchase,1
60760816,The Elder Scrolls V Skyrim,play,110
144508237,Football Manager 2013,purchase,1
144508237,Football Manager 2013,play,1.7
214388411,Realm of the Mad God,purchase,1
214388411,Realm of the Mad God,play,0.1
214388411,BLOCKADE 3D,purchase,1
303269114,Dota 2,purchase,1
303269114,Dota 2,play,67
176033341,Team Fortress 2,purchase,1
176033341,Team Fortress 2,play,429
176033341,Rust,purchase,1
176033341,Rust,play,5.5
176033341,Age of Empires II HD Edition,purchase,1
176033341,Counter-Strike Global Offensive,purchase,1
176033341,Defiance,purchase,1
176033341,Dungeon Defenders II,purchase,1
176033341,Loadout,purchase,1
176033341,Sniper Elite V2,purchase,1
176033341,The Elder Scrolls V Skyrim,purchase,1
227777777,Dota 2,purchase,1
227777777,Dota 2,play,61
227777777,Warframe,purchase,1
227777777,Warframe,play,1.6
227777777,Rise of Incarnates,purchase,1
227777777,Rise of Incarnates,play,0.3
227777777,Marvel Heroes 2015,purchase,1
227777777,Warface,purchase,1
227777777,APB Reloaded,purchase,1
227777777,Block N Load,purchase,1
227777777,Heroes & Generals,purchase,1
227777777,Missing Translation,purchase,1
127813787,F1 2012,purchase,1
127813787,F1 2012,play,18.3
127813787,RaceRoom Racing Experience ,purchase,1
127813787,RaceRoom Racing Experience ,play,9.9
127813787,F1 2014,purchase,1
127813787,F1 2014,play,4.7
87071236,Dota 2,purchase,1
87071236,Dota 2,play,1714
87071236,Stronghold Kingdoms,purchase,1
87071236,Stronghold Kingdoms,play,441
87071236,Sid Meier's Civilization V,purchase,1
87071236,Sid Meier's Civilization V,play,197
87071236,Call of Duty Modern Warfare 3 - Multiplayer,purchase,1
87071236,Call of Duty Modern Warfare 3 - Multiplayer,play,147
87071236,Counter-Strike Global Offensive,purchase,1
87071236,Counter-Strike Global Offensive,play,117
87071236,Team Fortress 2,purchase,1
87071236,Team Fortress 2,play,86
87071236,Portal 2,purchase,1
87071236,Portal 2,play,73
87071236,Call of Duty Modern Warfare 3,purchase,1
87071236,Call of Duty Modern Warfare 3,play,49
87071236,Terraria,purchase,1
87071236,Terraria,play,49
87071236,Planetary Annihilation,purchase,1
87071236,Planetary Annihilation,play,46
87071236,Half-Life 2,purchase,1
87071236,Half-Life 2,play,33
87071236,Counter-Strike,purchase,1
87071236,Counter-Strike,play,31
87071236,S.T.A.L.K.E.R. Shadow of Chernobyl,purchase,1
87071236,S.T.A.L.K.E.R. Shadow of Chernobyl,play,24
87071236,Call of Duty Black Ops II - Zombies,purchase,1
87071236,Call of Duty Black Ops II - Zombies,play,20
87071236,Portal,purchase,1
87071236,Portal,play,19.7
87071236,Synergy,purchase,1
87071236,Synergy,play,18.2
87071236,Half-Life,purchase,1
87071236,Half-Life,play,14.2
87071236,Counter-Strike Source,purchase,1
87071236,Counter-Strike Source,play,13.4
87071236,Garry's Mod,purchase,1
87071236,Garry's Mod,play,11.6
87071236,Half-Life 2 Deathmatch,purchase,1
87071236,Half-Life 2 Deathmatch,play,11.2
87071236,Borderlands,purchase,1
87071236,Borderlands,play,9.8
87071236,Half-Life 2 Episode Two,purchase,1
87071236,Half-Life 2 Episode Two,play,9.7
87071236,PAYDAY The Heist,purchase,1
87071236,PAYDAY The Heist,play,8.4
87071236,Half-Life 2 Episode One,purchase,1
87071236,Half-Life 2 Episode One,play,6.5
87071236,Universe Sandbox,purchase,1
87071236,Universe Sandbox,play,4.8
87071236,Left 4 Dead 2,purchase,1
87071236,Left 4 Dead 2,play,4.1
87071236,Tom Clancy's Splinter Cell Conviction,purchase,1
87071236,Tom Clancy's Splinter Cell Conviction,play,3.7
87071236,Sins of a Solar Empire Rebellion,purchase,1
87071236,Sins of a Solar Empire Rebellion,play,2.9
87071236,Sniper Elite V2,purchase,1
87071236,Sniper Elite V2,play,2.7
87071236,Orcs Must Die! 2,purchase,1
87071236,Orcs Must Die! 2,play,2.1
87071236,Hunting Unlimited 2010,purchase,1
87071236,Hunting Unlimited 2010,play,1.9
87071236,Sanctum,purchase,1
87071236,Sanctum,play,1.7
87071236,Nether,purchase,1
87071236,Nether,play,1.7
87071236,Thinking with Time Machine,purchase,1
87071236,Thinking with Time Machine,play,1.1
87071236,GameMaker Studio,purchase,1
87071236,GameMaker Studio,play,1
87071236,POSTAL 2,purchase,1
87071236,POSTAL 2,play,0.7
87071236,Fallout 3,purchase,1
87071236,Fallout 3,play,0.7
87071236,Half-Life Blue Shift,purchase,1
87071236,Half-Life Blue Shift,play,0.5
87071236,Fallout New Vegas,purchase,1
87071236,Fallout New Vegas,play,0.3
87071236,Half-Life 2 Lost Coast,purchase,1
87071236,Half-Life 2 Lost Coast,play,0.3
87071236,Call of Duty Black Ops II - Multiplayer,purchase,1
87071236,Call of Duty Black Ops II - Multiplayer,play,0.3
87071236,Worms Revolution,purchase,1
87071236,Worms Revolution,play,0.2
87071236,S.T.A.L.K.E.R. Clear Sky,purchase,1
87071236,S.T.A.L.K.E.R. Clear Sky,play,0.2
87071236,Counter-Strike Condition Zero,purchase,1
87071236,Ricochet,purchase,1
87071236,Metro 2033,purchase,1
87071236,Day of Defeat,purchase,1
87071236,Grand Theft Auto San Andreas,purchase,1
87071236,Call of Duty Black Ops II,purchase,1
87071236,Call of Duty World at War,purchase,1
87071236,Counter-Strike Condition Zero Deleted Scenes,purchase,1
87071236,Day of Defeat Source,purchase,1
87071236,Deathmatch Classic,purchase,1
87071236,Grand Theft Auto San Andreas,purchase,1
87071236,Half-Life Opposing Force,purchase,1
87071236,Half-Life Source,purchase,1
87071236,Half-Life Deathmatch Source,purchase,1
87071236,Heroes & Generals,purchase,1
87071236,Left 4 Dead,purchase,1
87071236,March of War,purchase,1
87071236,Nether - Believer,purchase,1
87071236,Nether Arena,purchase,1
87071236,Sid Meier's Civilization V Brave New World,purchase,1
87071236,Team Fortress Classic,purchase,1
76319436,Counter-Strike Condition Zero,purchase,1
76319436,Counter-Strike Condition Zero,play,3.7
76319436,Counter-Strike,purchase,1
76319436,Counter-Strike,play,3.7
76319436,Counter-Strike Condition Zero Deleted Scenes,purchase,1
76319436,Day of Defeat,purchase,1
76319436,Deathmatch Classic,purchase,1
76319436,Ricochet,purchase,1
156458299,Dota 2,purchase,1
156458299,Dota 2,play,0.8
139854220,Dota 2,purchase,1
139854220,Dota 2,play,222
135177440,Counter-Strike Global Offensive,purchase,unknown
135177440,Counter-Strike Global Offensive,play,unknown
135177440,Call of Duty Black Ops - OSX,purchase,1
135177440,Call of Duty Black Ops - OSX,play,14.9
135177440,Call of Duty Black Ops - Multiplayer OSX,purchase,1
135177440,Call of Duty Black Ops - Multiplayer OSX,play,2.7
135177440,Team Fortress 2,purchase,1
135177440,Team Fortress 2,play,1.1
299833904,ARK Survival Evolved,purchase,1
299833904,ARK Survival Evolved,play,14.1
299914260,Nobunaga's Ambition Souzou with Power Up Kit,purchase,1
299914260,Nobunaga's Ambition Souzou with Power Up Kit,play,83
204495708,Dota 2,purchase,1
204495708,Dota 2,play,11.1
299440710,Archeblade,purchase,1
299440710,Archeblade,play,3.2
158655873,Far Cry 3,purchase,1
158655873,Far Cry 3,play,6.9
184899103,Counter-Strike Global Offensive,purchase,1
184899103,Counter-Strike Global Offensive,play,395
108183518,Dota 2,purchase,1
108183518,Dota 2,play,251
108183518,Archeblade,purchase,1
108183518,Battle Nations,purchase,1
108183518,FreeStyle2 Street Basketball,purchase,1
108183518,GunZ 2 The Second Duel,purchase,1
108183518,Heroes & Generals,purchase,1
108183518,Marvel Heroes 2015,purchase,1
108183518,Ragnarok Online 2,purchase,1
108183518,Warframe,purchase,1
159777976,Left 4 Dead 2,purchase,1
159777976,Left 4 Dead 2,play,9.3
242094123,Dota 2,purchase,1
242094123,Dota 2,play,7.4
110489310,The Elder Scrolls V Skyrim,purchase,1
110489310,The Elder Scrolls V Skyrim,play,63
110489310,Team Fortress 2,purchase,unknown
110489310,Team Fortress 2,play,unknown
110489310,Borderlands 2,purchase,1
110489310,Borderlands 2,play,54
110489310,Magic Duels,purchase,1
110489310,Magic Duels,play,34
110489310,Marvel Heroes 2015,purchase,1
110489310,Marvel Heroes 2015,play,0.2
110489310,Unturned,purchase,1
33479807,Half-Life 2,purchase,1
202585832,Dota 2,purchase,1
202585832,Dota 2,play,0.8
218292423,Dizzel,purchase,1
218292423,Karos,purchase,1
141246626,Dota 2,purchase,1
141246626,Dota 2,play,1.8
106147454,The Elder Scrolls V Skyrim,purchase,1
106147454,The Elder Scrolls V Skyrim,play,99
106147454,Left 4 Dead 2,purchase,1
106147454,Left 4 Dead 2,play,98
106147454,Infestation Survivor Stories,purchase,1
106147454,Infestation Survivor Stories,play,96
106147454,Garry's Mod,purchase,unknown
106147454,Garry's Mod,play,unknown
106147454,Team Fortress 2,purchase,1
106147454,Team Fortress 2,play,33
106147454,Nosgoth,purchase,1
106147454,Nosgoth,play,29
106147454,7 Days to Die,purchase,1
106147454,7 Days to Die,play,27
106147454,Chivalry Medieval Warfare,purchase,1
106147454,Chivalry Medieval Warfare,play,26
106147454,Killing Floor,purchase,1
106147454,Killing Floor,play,23
106147454,Borderlands 2,purchase,1
106147454,Borderlands 2,play,20
106147454,Hitman Absolution,purchase,1
106147454,Hitman Absolution,play,20
106147454,DiRT Showdown,purchase,1
106147454,DiRT Showdown,play,19.1
106147454,PROTOTYPE 2,purchase,1
106147454,PROTOTYPE 2,play,18.7
106147454,Batman Arkham Origins,purchase,1
106147454,Batman Arkham Origins,play,17.5
106147454,Sniper Elite Nazi Zombie Army,purchase,1
106147454,Sniper Elite Nazi Zombie Army,play,17
106147454,Counter-Strike Source,purchase,1
106147454,Counter-Strike Source,play,16.6
106147454,No More Room in Hell,purchase,1
106147454,No More Room in Hell,play,14.7
106147454,South Park The Stick of Truth,purchase,1
106147454,South Park The Stick of Truth,play,13.3
106147454,Aliens Colonial Marines,purchase,1
106147454,Aliens Colonial Marines,play,12.6
106147454,Battlefield Bad Company 2,purchase,1
106147454,Battlefield Bad Company 2,play,12.6
106147454,BioShock Infinite,purchase,1
106147454,BioShock Infinite,play,10.7
106147454,ORION Prelude,purchase,1
106147454,ORION Prelude,play,10.2
106147454,Tomb Raider,purchase,1
106147454,Tomb Raider,play,10
106147454,Dead Island,purchase,1
106147454,Dead Island,play,9.6
106147454,Portal 2,purchase,1
106147454,Portal 2,play,9.5
106147454,LEGO The Lord of the Rings,purchase,1
106147454,LEGO The Lord of the Rings,play,9.3
106147454,Fistful of Frags,purchase,1
106147454,Fistful of Frags,play,8.4
106147454,Worms Reloaded,purchase,1
106147454,Worms Reloaded,play,8
106147454,Portal,purchase,1
106147454,Portal,play,7.9
106147454,Assassin's Creed III,purchase,1
106147454,Assassin's Creed III,play,7.6
106147454,Star Wars - Battlefront II,purchase,1
106147454,Star Wars - Battlefront II,play,7
106147454,Grand Theft Auto IV,purchase,1
106147454,Grand Theft Auto IV,play,6.6
106147454,Dead Rising 2,purchase,1
106147454,Dead Rising 2,play,6
106147454,Toribash,purchase,1
106147454,Toribash,play,5.8
106147454,Injustice Gods Among Us Ultimate Edition,purchase,1
106147454,Injustice Gods Among Us Ultimate Edition,play,5.6
106147454,Nether,purchase,1
106147454,Nether,play,5.5
106147454,Lucius,purchase,1
106147454,Lucius,play,5.3
106147454,LEGO Batman 3 Beyond Gotham,purchase,1
106147454,LEGO Batman 3 Beyond Gotham,play,4.7
106147454,Primal Carnage,purchase,1
106147454,Primal Carnage,play,4.4
106147454,PAYDAY 2,purchase,1
106147454,PAYDAY 2,play,4.3
106147454,Half-Life 2,purchase,1
106147454,Half-Life 2,play,3.3
106147454,Sniper Elite V2,purchase,1
106147454,Sniper Elite V2,play,3.2
106147454,Depth,purchase,1
106147454,Depth,play,3.1
106147454,Natural Selection 2,purchase,1
106147454,Natural Selection 2,play,3
106147454,Unturned,purchase,1
106147454,Unturned,play,2.7
106147454,Goat Simulator,purchase,1
106147454,Goat Simulator,play,2.6
106147454,Surgeon Simulator,purchase,1
106147454,Surgeon Simulator,play,2.5
106147454,Contagion,purchase,1
106147454,Contagion,play,2.3
106147454,Arma 2 DayZ Mod,purchase,1
106147454,Arma 2 DayZ Mod,play,2.3
106147454,Aftermath,purchase,1
106147454,Aftermath,play,1.9
106147454,The Stanley Parable,purchase,1
106147454,The Stanley Parable,play,1.4
106147454,Arma 2 Operation Arrowhead,purchase,1
106147454,Arma 2 Operation Arrowhead,play,1.2
106147454,Warface,purchase,1
106147454,Warface,play,1.2
106147454,Dishonored,purchase,1
106147454,Dishonored,play,1
106147454,Heroes & Generals,purchase,1
106147454,Heroes & Generals,play,0.9
106147454,Double Action Boogaloo,purchase,1
106147454,Double Action Boogaloo,play,0.8
106147454,Quantum Rush Online,purchase,1
106147454,Quantum Rush Online,play,0.8
106147454,Hazard Ops,purchase,1
106147454,Hazard Ops,play,0.8
106147454,Hitman Sniper Challenge,purchase,1
106147454,Hitman Sniper Challenge,play,0.7
106147454,Survarium,purchase,1
106147454,Survarium,play,0.7
106147454,Life Is Strange,purchase,1
106147454,Life Is Strange,play,0.7
106147454,Arma 2,purchase,1
106147454,Arma 2,play,0.4
106147454,Cry of Fear,purchase,1
106147454,Cry of Fear,play,0.4
106147454,Arma 2 Operation Arrowhead Beta (Obsolete),purchase,1
106147454,Arma 2 Operation Arrowhead Beta (Obsolete),play,0.4
106147454,sZone-Online,purchase,1
106147454,sZone-Online,play,0.4
106147454,Darkwind War on Wheels,purchase,1
106147454,Darkwind War on Wheels,play,0.2
106147454,Robocraft,purchase,1
106147454,Robocraft,play,0.2
106147454,Fallen Earth,purchase,1
106147454,Epic Cards Battle(TCG),purchase,1
106147454,Dead Island Epidemic,purchase,1
106147454,Dead Island Riptide,purchase,1
106147454,Dungeons & Dragons Online,purchase,1
106147454,F.E.A.R. Online,purchase,1
106147454,Fishing Planet,purchase,1
106147454,Half-Life 2 Lost Coast,purchase,1
106147454,How to Survive,purchase,1
106147454,Killing Floor Mod Defence Alliance 2,purchase,1
106147454,Patch testing for Chivalry,purchase,1
106147454,Thinking with Time Machine,purchase,1
126876615,Serious Sam HD The Second Encounter,purchase,1
126876615,Serious Sam HD The Second Encounter,play,49
242471645,H1Z1,purchase,1
242471645,H1Z1,play,6.2
242471645,H1Z1 Test Server,purchase,1
206155181,Empire Total War,purchase,1
206155181,Empire Total War,play,18.9
206155181,Stronghold Crusader 2,purchase,1
206155181,Stronghold Crusader 2,play,2.8
206155181,Stronghold HD,purchase,1
32749624,Counter-Strike,purchase,1
32749624,Counter-Strike,play,4814
32749624,Counter-Strike Global Offensive,purchase,1
32749624,Counter-Strike Global Offensive,play,117
32749624,Garry's Mod,purchase,1
32749624,Garry's Mod,play,4
32749624,H1Z1,purchase,1
32749624,H1Z1,play,1.8
32749624,Dota 2,purchase,1
32749624,Dota 2,play,0.5
32749624,Amnesia The Dark Descent,purchase,1
32749624,Wooden Floor,purchase,1
32749624,Counter-Strike Condition Zero,purchase,1
32749624,Counter-Strike Condition Zero Deleted Scenes,purchase,1
32749624,Crystals of Time,purchase,1
32749624,Earth 2160,purchase,1
32749624,Gorky 17,purchase,1
32749624,H1Z1 Test Server,purchase,1
32749624,Heli Heroes,purchase,1
32749624,Heroes & Generals,purchase,1
32749624,Hunting Unlimited 2010,purchase,1
32749624,Jack Orlando Director's Cut,purchase,1
32749624,Knights and Merchants,purchase,1
32749624,Lilly and Sasha Guardian Angels,purchase,1
32749624,Path of Exile,purchase,1
32749624,Planets Under Attack,purchase,1
32749624,Speed Kills,purchase,1
32749624,Stranded In Time,purchase,1
32749624,Two Worlds Epic Edition,purchase,1
32749624,War in a Box Paper Tanks,purchase,1
32749624,World War II Panzer Claws,purchase,1
55906627,Team Fortress 2,purchase,1
55906627,Team Fortress 2,play,494
257422299,Unturned,purchase,1
257422299,Unturned,play,2.3
257422299,Trove,purchase,1
257422299,Trove,play,1.3
257422299,Metal Reaper Online,purchase,1
257422299,Metal Reaper Online,play,0.1
257422299,Golden Rush,purchase,1
257422299,Golden Rush,play,0.1
257422299,The Settlers Online,purchase,1
257422299,SMITE,purchase,1
123546767,Dota 2,purchase,1
123546767,Dota 2,play,2.4
252200924,Dota 2,purchase,1
252200924,Dota 2,play,0.5
249570072,Counter-Strike Global Offensive,purchase,1
249570072,Counter-Strike Global Offensive,play,184
249570072,Call of Duty World at War,purchase,1
249570072,Call of Duty World at War,play,31
249570072,Don't Starve Together Beta,purchase,1
249570072,Don't Starve Together Beta,play,13.8
249570072,Portal 2,purchase,1
249570072,Portal 2,play,11.4
249570072,Warframe,purchase,1
249570072,Warframe,play,8.9
249570072,Unturned,purchase,1
249570072,Unturned,play,6.7
249570072,Arma 2 Operation Arrowhead,purchase,1
249570072,Arma 2 Operation Arrowhead,play,4.7
249570072,Garry's Mod,purchase,1
249570072,Garry's Mod,play,3
249570072,Team Fortress 2,purchase,1
249570072,Team Fortress 2,play,1.7
249570072,Arma 2,purchase,1
249570072,Arma 2,play,0.6
249570072,Heroes & Generals,purchase,1
249570072,WARMODE,purchase,1
249570072,Arma 2 DayZ Mod,purchase,1
249570072,Arma 2 Operation Arrowhead Beta (Obsolete),purchase,1
138460230,Dota 2,purchase,1
138460230,Dota 2,play,496
28633466,Counter-Strike Source,purchase,1
28633466,Counter-Strike Source,play,0.7
136341868,Dota 2,purchase,1
136341868,Dota 2,play,0.5
149081421,Dota 2,purchase,1
149081421,Dota 2,play,1
35729292,Dota 2,purchase,1
35729292,Dota 2,play,1086
35729292,Counter-Strike Global Offensive,purchase,1
35729292,Counter-Strike Global Offensive,play,525
35729292,Counter-Strike,purchase,1
35729292,Counter-Strike,play,370
35729292,Counter-Strike Source,purchase,1
35729292,Counter-Strike Source,play,270
35729292,Left 4 Dead 2,purchase,1
35729292,Left 4 Dead 2,play,151
35729292,Left 4 Dead,purchase,1
35729292,Left 4 Dead,play,85
35729292,PAYDAY 2,purchase,1
35729292,PAYDAY 2,play,66
35729292,Counter-Strike Condition Zero,purchase,1
35729292,Counter-Strike Condition Zero,play,56
35729292,Tom Clancy's Splinter Cell Blacklist,purchase,1
35729292,Tom Clancy's Splinter Cell Blacklist,play,15.3
35729292,Killing Floor,purchase,1
35729292,Killing Floor,play,15.1
35729292,Team Fortress 2,purchase,1
35729292,Team Fortress 2,play,11.5
35729292,Dino D-Day,purchase,1
35729292,Dino D-Day,play,7.2
35729292,Unturned,purchase,1
35729292,Unturned,play,6.7
35729292,Hotline Miami,purchase,1
35729292,Hotline Miami,play,4.7
35729292,DiggerOnline,purchase,1
35729292,DiggerOnline,play,3.8
35729292,Portal,purchase,1
35729292,Portal,play,3.8
35729292,Chivalry Medieval Warfare,purchase,1
35729292,Chivalry Medieval Warfare,play,2.1
35729292,Survarium,purchase,1
35729292,Survarium,play,1.8
35729292,Insurgency,purchase,1
35729292,Insurgency,play,1.6
35729292,Batman Arkham Origins,purchase,1
35729292,Batman Arkham Origins,play,1.1
35729292,Garry's Mod,purchase,1
35729292,Garry's Mod,play,0.8
35729292,Day of Defeat Source,purchase,1
35729292,Day of Defeat Source,play,0.4
35729292,No More Room in Hell,purchase,1
35729292,No More Room in Hell,play,0.4
35729292,RACE 07,purchase,1
35729292,RACE 07,play,0.4
35729292,Zombie Panic Source,purchase,1
35729292,Zombie Panic Source,play,0.3
35729292,Everlasting Summer,purchase,1
35729292,Everlasting Summer,play,0.3
35729292,Half-Life 2 Deathmatch,purchase,1
35729292,Half-Life 2 Deathmatch,play,0.2
35729292,Goat Simulator,purchase,1
35729292,Goat Simulator,play,0.2
35729292,Counter-Strike Nexon Zombies,purchase,1
35729292,Counter-Strike Nexon Zombies,play,0.2
35729292,Trove,purchase,1
35729292,Trove,play,0.1
35729292,GTR Evolution,purchase,1
35729292,Amnesia The Dark Descent,purchase,1
35729292,Counter-Strike Condition Zero Deleted Scenes,purchase,1
35729292,Day of Defeat,purchase,1
35729292,Deathmatch Classic,purchase,1
35729292,Gun Metal,purchase,1
35729292,Gun Monkeys,purchase,1
35729292,Half-Life 2,purchase,1
35729292,Half-Life 2 Episode One,purchase,1
35729292,Half-Life 2 Episode Two,purchase,1
35729292,Half-Life 2 Lost Coast,purchase,1
35729292,Hotline Miami 2 Wrong Number Digital Comic,purchase,1
35729292,Killing Floor Mod Defence Alliance 2,purchase,1
35729292,Patch testing for Chivalry,purchase,1
35729292,RaceRoom Racing Experience ,purchase,1
35729292,Really Big Sky,purchase,1
35729292,Ricochet,purchase,1
35729292,Sniper Elite V2,purchase,1
35729292,SpaceChem,purchase,1
219554846,Dota 2,purchase,1
219554846,Dota 2,play,15.8
219554846,Rise of Incarnates,purchase,1
197279094,Unturned,purchase,1
197279094,Unturned,play,19.6
197279094,Magicka Wizard Wars,purchase,1
197279094,Magicka Wizard Wars,play,2
197279094,Star Conflict,purchase,1
197279094,Star Conflict,play,1.4
160844169,Dota 2,purchase,1
160844169,Dota 2,play,274
185914106,Team Fortress 2,purchase,1
185914106,Team Fortress 2,play,24
185914106,Unturned,purchase,1
185914106,Unturned,play,10.2
